Date,cci_30,relative_strength_index_14,sma_12,sma_26,stochastic_oscillator
2013-10-31,113.5163237,74.61611986,500.2056123,466.2441265,93.78862368
2013-11-01,100.08649190000001,72.95695424,505.5864106000001,469.1098774,91.35625201
2013-11-04,89.15907969,72.50078914,511.3138021000001,471.9919892,90.21642629
2013-11-05,79.3009964,70.16913678,511.7354737,474.7949841,87.1621702
2013-11-06,72.04648856,70.44346315,512.5467021000001,477.408175,72.20081019
2013-11-07,59.94051227,62.94312859,512.5863266,479.7174073,26.59085196
2013-11-08,57.162011,65.12622217,511.94485480000003,482.41125489999996,44.259731200000004
2013-11-11,51.20604167,62.45834317,511.3209,485.07237829999997,24.35801546
2013-11-12,48.15894229,62.81716246,511.17825830000004,487.8836506,18.56517448
2013-11-13,57.07577001,68.46150189,511.9069062,491.3255545,75.21905186
2013-11-14,65.14454535,69.13457877,511.8647817,494.7784295,82.77635472
2013-11-15,61.63107631,68.18634948,511.9957478999999,497.96084249999996,78.20363688
2013-11-18,62.59945683,66.99530981,512.0362092,501.0323768999999,60.69973989
2013-11-19,50.89657769,63.23710832,511.9594625,503.9023614,46.18194049
2013-11-20,46.56474367,61.54499388,511.800972,506.6031389,39.57474055
2013-11-21,57.67896471,65.58100277,512.324412,509.2219109,66.46091026
2013-11-22,58.02772904,64.23515966,512.7056274,511.97658949999993,61.47704088
2013-11-25,90.45597981,68.69152948,514.2897084,512.6410992,84.93450844
2013-11-26,130.0701155,72.02799007,516.0573094,513.7019677000001,94.53089858
2013-11-27,186.5158608,73.18686926,518.2478332,514.7820868,92.23809609
2013-11-29,208.2946369,70.82037201,520.2419102,515.3245532,86.65074082
2013-12-02,167.3597801,67.41258848,521.1599094,515.8814568,78.53964069
2013-12-03,142.8205826,66.58877743,521.9119134,516.6141134,76.03252054
2013-12-04,141.9044814,68.27269543,522.938774,517.4453301,79.38705935
2013-12-05,120.3239426,67.6458539,524.0144322,517.8515073,77.62387874
2013-12-06,154.7223198,71.80453019,525.8775456000001,518.6109208,99.73812245
2013-12-09,174.5377396,74.16489376,528.2061258,519.5264528,93.26873446
2013-12-10,181.8650807,75.87929220000001,530.3161518999999,520.6356377000001,89.36753994
2013-12-11,150.1188773,70.20788257,532.2097117,521.6208555,77.34884763
2013-12-12,111.7365892,65.00390333,533.2119649,522.5533259,64.5743419
2013-12-13,74.40790028,59.10191389,533.3112284,523.2855952,44.98158696
2013-12-16,84.71245040000001,63.80639172,533.7228903,524.5374239,60.84664992
2013-12-17,88.42136967,61.84548889,534.1512349999999,525.5736518,48.14035482
2013-12-18,92.71399333,67.04985228,535.4137473000001,527.0012324,82.53626408
2013-12-19,116.25103,67.520854,536.7884521999999,528.4342029000001,85.93187782
2013-12-20,144.0783419,71.7769417,538.5585531,529.7460902,98.94537673
2013-12-23,184.081664,75.28422487,540.9676258999999,531.2835892,98.93619522
2013-12-24,170.43196709999998,73.08230346,542.7181294,532.7904815,93.88053807
2013-12-26,169.2574531,74.46868846,544.3581034,534.4442502,97.48001443
2013-12-27,162.0466112,74.70336807,545.7653452999999,536.2383528,96.98676723
2013-12-30,136.20567490000002,68.27541336,547.1071013999999,537.9159921,82.3670558
2013-12-31,133.8041339,71.58844016,549.2238007,539.583813,99.54049743
2014-01-02,115.84419009999998,66.53971794,551.4064026000001,541.1474914,87.51396006
2014-01-03,96.38526178,61.53941047,552.7419027000001,542.2845905,74.64745119
2014-01-06,103.4661074,65.7454494,554.7213847,543.4186096,94.06082412
2014-01-07,146.5473685,71.59440047,556.9782257,544.8767982,98.97088731
2014-01-08,152.96209199999998,72.15770359999999,559.2726033,546.4483690000001,93.10138981
2014-01-09,121.16927,65.65560238,560.5080058,547.90675,74.97060315
2014-01-10,104.7400333,65.62083779,561.136968,549.3874606,71.10575766
2014-01-13,93.671995,61.41803626,561.6015982000001,550.6348619,42.58084653
2014-01-14,121.6355307,69.21068038,562.9337617000001,552.4070177,96.527108
2014-01-15,129.0980338,68.76907911,564.1941885,553.9229572,87.25790709
2014-01-16,133.99572120000002,70.72885917,566.1444703,555.4259973,96.77343655
2014-01-17,122.3359862,67.32266325,567.3882142000001,556.6939956,81.86714343
2014-01-21,138.5283603,70.82490496,569.4978232000001,558.357389,99.49213884
2014-01-22,143.36714719999998,71.15854464,572.0011598,560.1872958,95.44147261
2014-01-23,120.27926979999998,68.03543653,573.7854412,562.0990155000001,87.62698841
2014-01-24,45.26603868,50.4549701,573.1585643,563.0778785,28.29935111
2014-01-27,-43.15024826,42.99905165,571.4902294,563.681751,22.14425022
2014-01-28,-0.423373073,50.57865278,571.1886802,564.4182575,47.58232849
2014-01-29,-38.73130884,45.73983312,570.2185467,564.816735,28.79001683
2014-01-30,51.34437724,54.10627847,570.7361452,565.4860582,62.04150184
2014-01-31,158.9778674,63.74466698,572.0528768999999,566.7540566,94.65799609
2014-02-03,72.5061023,51.57770221,571.4193269,567.1696638,49.06489226
2014-02-04,47.54553414,52.54816549,570.6660767999999,567.5681387999999,53.60119662
2014-02-05,33.05148767,53.61492251,570.3603568,568.0455393,58.43479995
2014-02-06,89.33337452,57.07105117,570.2043662000001,569.0176651,74.5084115
2014-02-07,142.4119389,60.38626899,570.7223868,570.1097202000001,91.27263690000001
2014-02-10,141.8364592,59.11774389,571.2575074,571.2610639,86.94731725
2014-02-11,165.0568471,62.37348325,574.0248567000001,572.9007803999999,98.45795608
2014-02-12,155.7788999,61.30969376,577.5892589,574.2361545,95.27372762
2014-02-13,164.1048394,63.8246939,580.7962137999999,575.4111752,100.0
2014-02-14,171.0741236,64.37223228,584.7952118,576.5964004,98.48531727
2014-02-18,179.3667948,65.91994061,587.9437765,578.1487217,98.24586044
2014-02-19,149.51013669999998,62.8140369,588.8350882,579.5378043,87.70148604
2014-02-20,137.1776085,63.20102768,591.7830352999999,581.0995578,89.67586436
2014-02-21,129.0553534,63.07322867,594.5203552999999,582.1465667,89.29873804
2014-02-24,134.46681519999998,65.14180779,597.4111634,583.3764507999999,91.69748111
2014-02-25,135.9681229,66.85908501,599.9153342,584.6042176,95.33580713
2014-02-26,130.4245571,66.8989436,601.6975302999999,585.9447891,89.29050188
2014-02-27,118.18641609999999,66.41318659,603.6277924999999,587.0133574,85.84601477
2014-02-28,99.19742184,64.54156799,604.6901042999999,587.9879856000001,77.89835908
2014-03-03,61.52070954,58.12025741,605.3574373,588.807845,53.78508803
2014-03-04,84.07262054,61.96300374,605.9834799,590.5611362000001,71.61718676
2014-03-05,86.89517592,62.96623499,606.6282909,592.8139673,78.42344302
2014-03-06,89.05110491,63.38532536,606.9924063,594.6735183,74.76856428
2014-03-07,76.47420479,60.74224942,607.5116730000001,596.7500165,61.64932427
2014-03-10,59.33217569,58.97312694,607.82282,598.2164847,52.88523445
2014-03-11,39.04305212,52.99515267,607.6643269,598.5826205,21.36619309
2014-03-12,25.36972007,56.02551723,607.4470265,600.0046199,51.71188424
2014-03-13,4.684697179,47.75292685,606.1565703,600.9844454,10.89729768
2014-03-14,-54.89972733,41.82419542,604.1808470999999,601.5542462000001,0.47913735700000004
2014-03-17,-21.75174724,49.79229566,603.0501352000001,602.1729431,34.7294061
2014-03-18,32.34049978,56.20520559,602.8670347999999,602.8239769999999,71.11623056
2014-03-19,13.06591892,51.74376162,602.7235563999999,603.3306368,49.06344412
2014-03-20,-1.629430787,50.98531782,601.9832356000001,603.4650034,45.22585778
2014-03-21,-64.55394726,46.07188021,600.5142668999999,603.3947402000001,19.29854072
2014-03-24,-232.8251082,38.89368252,597.9416962,602.5868178,14.78289724
